913305169	'''Patience+	'''ソリティア+
798985078	StudySwitch - Quotes to Turn Your Switch To Study ON.	勉強スイッチ - テスト/受験/学習/資格名言で勉強モードにスイッチオン/効率化/やる気アップで合格！英語/数学/古文/現代文/化学/歴史等の学習時に最適！
957752589	Reposter - Save & Repost unlimited photos and videos! with out watermark for instagram	Reposter  - 無制限の写真や動画を保存·再投稿！すべての透かしてと Instagramのための
921486160	Transit - Shanghai China covering Shanghai metro by NAVITIME	NAVITIME Transit - 上海 中国の乗換案内
943097919	ColorBalls - Simple Puzzle	カラーボール - シンプルなパズルゲーム
639510944	RONBAKU - Somersault Simulator -	ろんばく！
862369013	Elementia - Sprite's Trip	エレメンティア◎スプライツトリップ
564578600	FaceMorph - StarmediaSoft	フェイス モーフ
578864344	Wasabi - Sushi, sushi, sushi!!	わさ〜び
576210200	Newsdaily - Top Headlines & Breaking News	毎日のニュース - Newsdaily / 新聞、雑誌、経済ニュース、速報等をまとめ読み
919857198	Viddo - Video&Movie Maker	Viddo - ビデオ&ムービーメーカー
866584004	PushUpdates - WebPage Update Checker	Web更新通知 - Webページの更新を自動チェック
583467119	最新のニュースや人気のニュースを無料でまとめて読める - YOM	最新のニュースや人気のニュースを無料でまとめて読める - YOM
478657259	DaruMatch - concentration game	記憶力トレ　だるまっち
726895616	PhotoStyle - easy photo editor for frame, poster, montage, collage and text on image	PhotoStyle - 写真フレーム、フォトモンタージュ、画像コラージュ と テキスト編集
866572181	GirlsTask - easy simple ToDo and Task,Help convenient to work and life, cute task   management app	GirlsTask - ToDo,タスクを簡単シンプルに管理、仕事や生活に便利に役立つかわいいタスク管理アプリ
612282702	kaimono - shopping calculator	kaimono - 買物メモ＆計算機
892281511	MitePlusLite - the simple, easy, and accurate stopwatch and countdown timer app	マイトプラスライト - かんたんシンプル正確なストップウォッチ＆タイマーアプリ
792603657	QCat - toddler shape educational game (free)	QCAT - 子供たちがゲームを形作る（無料）
947272960	ラスボス実はいいやつ - 無料 の 放置 育成 シュミレーション ゲーム -	ラスボス実はいいやつ - 無料 の 放置 育成 シュミレーション ゲーム -
647041098	VideoPoker - 無料ゲーム	VideoPoker - 無料ゲーム
917289336	大人が胸キュンするシーンを画像とセリフで共有 - キュンくる	大人が胸キュンするシーンを画像とセリフで共有 - キュンくる
951477220	FLOW - 謎解きパズル	FLOW - 謎解きパズル
951263109	DIVAセンス - ボカロ情報のまとめ	DIVAセンス - ボカロ情報のまとめ
477028400	ど忘れ漢字 - 読めるけど書けない	ど忘れ漢字 - 読めるけど書けない
661996172	PiNSPOT - スポット情報共有アプリ -	PiNSPOT - スポット情報共有アプリ -
434843736	西洋絵画クイズ - はんぷく一般常識シリーズ 無料版	西洋絵画クイズ - はんぷく一般常識シリーズ 無料版
962708705	妖怪メダRUN! - 妖怪メダルざくざく取り放題	妖怪メダRUN! - 妖怪メダルざくざく取り放題
555607581	地震災害ナビ - 災害情報収集ユーティリティ	地震災害ナビ - 災害情報収集ユーティリティ
689764077	赤ちゃん数学ゲーム - 無料キッズ加算デジタル教育	赤ちゃん数学ゲーム - 無料キッズ加算デジタル教育
625015113	Boyanto - ぼやんとした空き時間のお供に。	Boyanto - ぼやんとした空き時間のお供に。
574915961	リバーシLv99 - アプリ界最強の思考エンジン搭載	リバーシLv99 - アプリ界最強の思考エンジン搭載
931769602	Kuppa - 匿名で気軽にコミュニケーション -	Kuppa - 匿名で気軽にコミュニケーション -
786739954	ゆっくりムービー - 無料のゆっくり実況動画作成ツール	ゆっくりムービー - 無料のゆっくり実況動画作成ツール
708223020	アイコンの達人 - 暇つぶしアニメ映画パズルクイズゲーム	アイコンの達人 - 暇つぶしアニメ映画パズルクイズゲーム
986711646	ひま部 - 学生限定！同年代の友達とひまトーク＆無料チャット！	ひま部 - 学生限定！同年代の友達とひまトーク＆無料チャット！
505846835	NailCanvasLite -3DNailSimulator-	NailCanvasLite -3Dネイルシミュレータ-
766149368	SwipeHigh+ -Challenge Your Algebra/Math Skill! Calculate and Swipe as fast as you can!!-	SwipeHigh+ -脳トレに最適！スワイプ計算ゲームで計算/直感力/反射神経の向上をしよう！-
887325138	holo -holography app-	holo -キラキラ作成アプリ-
734369356	Seesaw -teetertotter-	シーソー
820002400	カミと戦う神アプリ -カミとボク-	カミと戦う神アプリ -カミとボク-
630585443	ふりとれ -札幌市営地下鉄-	ふりとれ -札幌市営地下鉄-
rade year 1 2 3 4 5 old fun mommy peekaboo 123 nina primary tica puzzle juego rompecabezas learning words sounds	無料音ゲーム楽器 フォト子供や就学前の幼児 子供の 子供 ゲーム 幼児 幼稚園  2歳の未就学児  無償  のために1 2 3 4 5 面白い ママ ピーカブー 123 教育 TICA パズルでは 言葉の学習 音 少し
495880958	Pushups 100+ Lite	プッシュアップ 100+ Lite
888700507	Soccer 14 Goalkeeper – Save Goals & Play World Fantasy Football Cup	目標 & プレイ ファイナルファンタジー サッカー カップ保存 – 14 サッカー ゴールキーパー
860501342	Aaamazing 2048 Puzzle	2048パズルをaaamazing
901199633	Monster 2048 Puzzle Mania	モンスター2048 パズルマニア
624556549	Run 5K! 7-Week Training Plan, GPS & Running Tips by Red Rock Apps	走破 5KM!：Red Rock Apps社製トレーニング計画・GPS&ランニング情報アプリ
412792847	Sudoku 81 Squares FREE 數獨 스도쿠 81乗 Судоку 10000 sudoku puzzles	81正方形無料、10000番号ゲーム
376583515	Faceffects : 3D Animated GIFs	Faceffects：3DアニメーションGIF
904791882	Squares : Best Puzzle Game	正方形：ベストパズルゲーム
654751108	Rapperworld : Pitbull Edition	音楽の世界：ピットブル版
768484422	Baby ABC Nursery - Learning with Flash Cards for Kids in Pre School, K-12, Kindergarten	赤ちゃんABC保育園 - 保育所に子供のためのフラッシュカードを使用した学習、K-12、幼稚園
966031966	コアファンが作る検定 AKB48 version	コアファンが作る検定 AKB48 version
797479193	Athens ATH Airport. Flights, car rental, shuttle bus, taxi. Arrivals & Departures.	航空券、レンタカー、シャトルバス、タクシー。到着＆出発。
388882339	Daily Ab Workout FREE - Personal Trainer for Quick Home Abs Workouts and Exercise Fitness Routines	腹部デイリーワークアウト無料 - 腹部クイックワークアウトのためのパーソナルトレーナー
904141019	Champion Ability LOL	チャンピオン能力LOL
946993686	All Aboard! Counting Game for Children: learn to count 1 - 10 with Train and Animals	活躍！ 子供のためのゲームは、電車や動物との1-10をカウントすることを学ぶ
894330337	Syobon Action	しょぼんのアクション オリジナル
447374159	SYS Activity Manager for Memory, Processes, Disk, Battery, Network, Device Stat & Performance Monitoring	SYS Activity Manager Lite - メモリ, プロセス, ディスク, バッテリとネットワーク
572074226	Text Address Book	簡単テキストアドレス帳
902940107	Bard Adventure	バード冒険
838813628	Garfield's Adventure	ガーフィールドの並木道
868891108	Narita Airport Flight Information - 成田空港フライト情報 Lite	成田空港フライト情報 - Narita Airport Flight Information Lite
889715932	Memory Alarm Clock	Memory Alarm Clock - 記憶 目覚し時計
956023351	子ども向けかな練習帳（未就学児向けかな辞典）Japanese Alphabets Vocabulary Book	子ども向けかな練習帳（未就学児向けかな辞典）
486556174	Travel Altimeter Lite - GPS Altitude & Map Elevation - Compass - Barometer	トラベル・アルティメーター・ライト フリー  GPS高度計&高度マップ - コンパス - バロメーター
861540884	Bear And Deer:More And Less-Count,Comparative Figures:Kids Math Game HD	クマや鹿：もっと少ないカウント、比較数値：キッズ数学ゲーム  HD
951541647	My Angela Wash-EN	マイアンジェラWASH -EN 幼児ゲーム、母と子の遊び
946937648	ABC Animated Alphabet Learning Sort-ing Games For Baby & Kid-s	ベビー＆キッド-SのABCアニメーションアルファベット学習ゲーム：私の幼児はこちらをご覧ください - INGのソート-INGです
678967166	Blueprints App Free - Create diagrams, drafts and layouts for your house (floor, furniture, garage, kitchen) and for home improvements	無料線描 (エンジニアリング青写真を描くためのアプリ。 建築、エンジニアリング、建設 の分野でとても役に立ちます。)
962418256	A Aqua Mermaid Nail Salon Underwater Spa	アクアマーメイドネイルサロン水中スパ
908298681	zombies Attack - The Zombie Attacks In The World War 3	ゾンビアタック - 第一次世界大戦では、ゾンビ攻撃3 - Zombie's Attack
962656495	Top Audio Recorder - My Voice Memos	トップオーディオレコーダー - 私のボイスメモ
963109260	KawaiiDrop- Avoid obstacles by swiping to the left or right!	KawaiiDrop-左右にスワイプ操作で障害物を避けよう！
435296966	Pants Away	ズボン降ろし
790781853	THE BASKETBALL WHICH KISEKI PLAYS.-Green Revolution-	キセキのバスケ-Green Revolution-
794348352	Brisbane BNE Airport. Flights, car rental, shuttle bus, taxi. Arrivals & Departures.	ブリスベンBNEの空港。 航空券、レンタカー、シャトルバス、タクシー。到着＆出発。
965833036	Animal Babie-s Play With You in A Kid-s Game-s For With Many Education-al Task-s	多くの教育タスクとするA子供向けゲームであなたと再生動物の赤ちゃん
707892890	Celebrity Baby Care &  Hospital - Kids games	セレブベビーケア＆病院 - 子供向けゲーム
916568087	Pretty Baby Doctor Game	プリティベビードクターゲーム
849600142	Beautiful Baby Frames	アメージングベビーフォトフレーム
828842347	A+ Baby Music Time - Toy Guitar With Toddler Songs and Lullaby	ベビー トイ ギター - タッチして学ぶお子様の最初の楽器。人気のある童謡が内蔵されています。
595247313	JS Backup – migration & restore	JSバックアップ
420082292	Flip Ball	フリップボール
977133104	Bound Ball -Extremely Hard Superior level Game-	バウンドボール 〜超絶 激ムズ20秒〜
888559914	Roll Ball Toy	コロコロボール - 簡単で楽しい！面白い新作無料アクションゲーム
963883687	Piggy Bank Smash	貯金箱スマッシュ
871236035	Washington Baseball Schedule — News, live commentary, standings and more for your team!	ワシントン・野球 — News, live commentary, standings and more for your team!
554479990	Shadow Battle	シャドウバトル
979011426	3d Battle-field RC Tank Strategy Domination Simulator Lite	3DバトルフィールドRC戦車戦略支配シミュレータLiteを
951016589	The Best Funny Kittens	最高の面白い子猫
901506954	The Best Sound Meter	ベストサウンドメーター
912173370	Thoroughly Betsy Ross	とことんBetsy Ross
658776437	Talking Betty Bear	おしゃべりくまのベティ
848935391	Stick Bike Race - Play Free Moto Racing Games	Stick Bike Race - 男の子と女の子のための無料の楽しい自転車ゲーム
938309173	-777- Bingo Blizter - Bash Coins In Casino	ビンゴBlizter (-777- Bingo Blizter)
921051918	KungFu Bird	カンフーの鳥
913132104	Trippy Bird - don´t tap the spikes	トリッピー 鳥 Trippy Bird - don´t tap the spikes
665848071	PataPata Bird! - simple brain training, flappy puzzle game	サクッと遊べる早押し・連打ゲーム パタパタとり 完全無料 簡単シンプル数字タッチで脳トレ・記憶力・頭の体操
639526149	AceCam Birthday - Photo Effect for Instagram	AceCam誕生 - Instagramのための写真の効果
979845186	Happy Birthday Cards - Greetings	お誕生日おめでとうカード - ご挨拶
929499622	Candies Blast	キャンディーズのブラスト
820545529	Vegetable Blast Mania - smash hit farm vegetable crush heroes game free	野菜ブラストマニア - ヒットファーム野菜クラッシュヒーローズゲーム無料スマッシュ
1006631828	Candy Blitz Deluxe	キャンディブリッツデラックス
882280861	4096 Blocks Strategy Puzzle - best math board game	4096ブロック戦略パズル - 最高の数学のボードゲーム
511209898	Addictive Blood	中毒性ブラッド (Addictive Blood)
484348883	Alexandria Bloodshow　	アレクサンドリア大戦絵巻
981864339	Easy Blur - Focus Blurred image editing app	簡単にぼかし - ぼかし画像編集アプリをフォーカス
366077887	Basket Board Free	Basket Board Free (バスケット)
859243922	Black Board:delicacy and simple	小さな黒板
417008176	Wash Bomb Alien Plum	トイレから宇宙旅行
467559856	Spirit Bomb ~ All New	元気の玉 ~ 新登場
773177518	Coloring Book Alphabet	ぬりえアルファベット
593817786	Comic Book Camera free	マンガカメラ (Comic Book Camera free)
918284631	Balloon Boom Party Match 3 Free - Tap Puzzle Baby Island Matching Game Version	バルーンブームパーティー Balloon Boom Party Match 3 Free - Tap Puzzle Baby Island Matching Game Version
908923170	Tall Booth - Increase You Height, Slim Face & Magic Photo Editor	Tall Booth - あなたの高さ、スリムフェイス＆魔法のフォトエディタを増やす
429844857	Jean's Boutique 2 Free	ジーンスブティック2フリー
943302265	Bricks Breaker King	ブロック崩しの王
919434274	Canyon Bridge	キャニオンブリッジ (Canyon Bridge)
963075980	Number Bubble Rocket －The Free Math Games Competition	数はロケットの泡 - 無料数学ゲーム大会
877543466	Baby Builder Frenzy - Crazy City Rescue Challenge	赤ちゃんビルダーフレンジー - クレイジー·シティレスキューチャレンジ
948552080	3D Bull Simulator – Angry animal simulator and city destruction simulation game	3Dブルシミュレータ - 怒っている動物のシミュレータと都市の破壊シミュレーションゲーム
915270694	School Bus Wash – Best Bus washing game salon and auto repair shop	スクールバスウォッシュ - ベストバス洗濯ゲームサロン、自動車修理店
400172082	GUITAR CHORD (Basic)	ギターコード(ベーシック)
390080899	Insect Cage	虫かご
973782941	Valentine's Cake	バレンタインデーのケーキ
913809242	List Calcs - Multiple calculations on a single page	List Calcs - 複数の計算を１つの画面で
479608586	Advent Calendar OpenGL Effects	アドベントカレンダー OpenGL Effects
957163314	Animal Cam - Swap your face with the head of funny animals such as: cats, dogs, bears, pigs, wolfs, fish or birds from your camera	動物のカメラ - ような変な動物の頭を持つあなたの顔をスワップ： 猫、犬、クマ、豚、ウルフス、魚や鳥をお使いのカメラから
